,0
4831,T2
4832,T2
4833,T2
4834,T2
4835,T1
4836,T2
4837,T1
4838,T1
4839,T1
4840,T2
4841,T2
4842,T2
4843,T2
4844,T2
4845,T2
4846,T2
4847,T1
4848,T2
4849,T2
4850,T2
4851,T1
4852,T1
4853,T1
4854,T1
4855,T1
4856,T1
4857,T1
4858,T2
4859,T2
4860,T2
4861,T2
4862,T2
4863,T2
4864,T2
4865,T2
4866,T1
4867,T1
4868,T1
4869,T2
4870,T2
4871,T2
4872,T2
4873,T2
4874,T2
4875,T1
4876,T1
4877,T1
4878,T1
4879,T1
4880,T2
4881,T2
4882,T2
4883,T2
4884,T1
4885,T1
4886,T2
4887,T2
4888,T2
4889,T2
4890,T2
4891,T1
4892,T1
4893,T2
4894,T1
4895,T1
4896,T1
4897,T1
4898,T1
4899,T2
4900,T2
4901,T2
4902,T2
4903,T2
4904,T2
4905,T2
4906,T2
4907,T2
4908,T1
4909,T1
4910,T1
4911,T2
4912,T1
4913,T1
4914,T1
4915,T1
4916,T1
4917,T1
4918,T1
4919,T2
4920,T2
4921,T1
4922,T1
4923,T2
4924,T2
4925,T2
4926,T2
4927,T2
4928,T1
4929,T1
4930,T2
4931,T2
4932,T2
4933,T1
4934,T1
4935,T1
4936,T2
4937,T2
4938,T1
4939,T1
4940,T1
4941,T1
4942,T2
4943,T2
4944,T2
4945,T2
4946,T2
4947,T1
4948,T2
4949,T1
4950,T2
4951,T1
4952,T1
4953,T1
4954,T1
4955,T1
4956,T1
4957,T2
4958,T2
4959,T2
4960,T2
4961,T2
4962,T2
4963,T2
4964,T1
4965,T1
4966,T2
4967,T2
4968,T1
4969,T1
4970,T2
4971,T2
4972,T2
4973,T1
4974,T1
4975,T1
4976,T1
4977,T2
4978,T1
4979,T1
4980,T1
4981,T1
4982,T2
4983,T2
4984,T2
4985,T2
4986,T2
4987,T2
4988,T2
4989,T2
4990,T2
4991,T2
4992,T1
4993,T1
4994,T1
4995,T2
4996,T2
4997,T1
4998,T1
4999,T1
5000,T1
5001,T2
5002,T2
5003,T2
5004,T1
5005,T1
5006,T2
5007,T2
5008,T2
5009,T2
5010,T2
5011,T1
5012,T1
5013,T1
5014,T1
5015,T1
5016,T2
5017,T2
5018,T2
5019,T1
5020,T2
5021,T2
5022,T2
5023,T2
5024,T1
5025,T2
5026,T2
5027,T2
5028,T2
5029,T2
5030,T2
5031,T2
5032,T1
5033,T2
5034,T1
5035,T1
5036,T1
5037,T1
5038,T2
5039,T1
5040,T1
5041,T1
5042,T2
5043,T2
5044,T2
5045,T1
5046,T1
5047,T1
5048,T2
5049,T1
5050,T2
5051,T1
5052,T1
5053,T1
5054,T1
5055,T1
5056,T1
5057,T1
5058,T2
5059,T2
5060,T1
5061,T1
5062,T1
5063,T2
5064,T2
5065,T1
5066,T1
5067,T1
5068,T1
5069,T1
5070,T1
5071,T2
5072,T2
5073,T1
5074,T2
5075,T2
5076,T2
5077,T2
5078,T2
5079,T2
5080,T2
5081,T1
5082,T1
5083,T2
5084,T1
5085,T1
5086,T1
5087,T1
5088,T2
5089,T1
5090,T1
5091,T2
5092,T2
5093,T2
5094,T1
5095,T2
5096,T2
5097,T2
5098,T2
5099,T1
5100,T1
5101,T1
5102,T1
5103,T2
5104,T2
5105,T2
5106,T2
5107,T1
5108,T1
5109,T1
5110,T1
5111,T2
5112,T2
5113,T1
5114,T1
5115,T1
5116,T2
5117,T2
5118,T2
5119,T2
5120,T2
5121,T1
5122,T1
5123,T1
5124,T1
5125,T1
5126,T2
5127,T2
5128,T2
5129,T2
5130,T2
5131,T2
5132,T2
5133,T1
5134,T1
5135,T1
5136,T2
5137,T2
5138,T2
5139,T1
5140,T2
5141,T1
5142,T1
5143,T2
5144,T2
5145,T2
5146,T1
5147,T1
5148,T2
5149,T1
5150,T1
5151,T1
5152,T1
5153,T1
5154,T1
5155,T1
5156,T2
5157,T2
5158,T2
5159,T2
5160,T2
5161,T1
5162,T2
5163,T1
5164,T1
5165,T2
5166,T2
5167,T1
5168,T1
5169,T1
5170,T1
5171,T2
5172,T2
5173,T1
5174,T2
5175,T2
5176,T2
5177,T2
5178,T2
5179,T2
5180,T1
5181,T1
5182,T2
5183,T2
5184,T1
5185,T1
5186,T2
5187,T2
5188,T2
5189,T2
5190,T2
5191,T1
5192,T2
5193,T2
5194,T2
5195,T2
5196,T1
5197,T1
5198,T2
5199,T2
5200,T2
5201,T1
5202,T2
5203,T2
5204,T1
5205,T1
5206,T1
5207,T1
5208,T1
5209,T2
5210,T2
5211,T1
5212,T1
5213,T1
5214,T1
5215,T2
5216,T2
5217,T2
5218,T2
5219,T2
5220,T2
5221,T2
5222,T1
5223,T1
5224,T1
5225,T2
5226,T2
5227,T2
5228,T1
5229,T1
5230,T1
5231,T2
5232,T2
5233,T1
5234,T1
5235,T1
5236,T2
5237,T1
5238,T1
5239,T1
5240,T1
5241,T1
5242,T1
5243,T1
5244,T1
5245,T1
5246,T1
5247,T2
5248,T2
5249,T2
5250,T2
5251,T1
5252,T1
5253,T2
5254,T2
5255,T1
5256,T1
5257,T1
5258,T2
5259,T2
5260,T2
5261,T2
5262,T2
5263,T2
5264,T2
5265,T2
5266,T1
5267,T1
5268,T1
5269,T1
5270,T1
5271,T2
5272,T2
5273,T2
5274,T2
5275,T2
5276,T2
5277,T2
5278,T1
5279,T1
5280,T1
5281,T2
5282,T2
5283,T2
5284,T1
5285,T1
5286,T2
5287,T2
5288,T2
5289,T1
5290,T1
5291,T2
5292,T2
5293,T2
5294,T1
5295,T2
5296,T2
5297,T2
5298,T2
5299,T2
5300,T1
5301,T1
5302,T1
5303,T1
5304,T2
5305,T2
5306,T1
5307,T1
5308,T1
5309,T1
5310,T1
5311,T2
5312,T2
5313,T2
5314,T2
5315,T2
5316,T2
5317,T2
5318,T2
5319,T2
5320,T1
5321,T2
5322,T2
5323,T2
5324,T2
5325,T1
5326,T1
5327,T2
5328,T2
5329,T2
5330,T2
5331,T2
5332,T2
5333,T2
5334,T2
5335,T2
5336,T2
5337,T1
5338,T2
5339,T2
5340,T2
5341,T2
5342,T2
5343,T2
5344,T2
5345,T1
5346,T1
5347,T1
5348,T2
5349,T2
5350,T2
5351,T2
5352,T2
5353,T1
5354,T1
5355,T1
5356,T2
5357,T2
5358,T2
5359,T1
5360,T1
5361,T2
5362,T2
5363,T2
5364,T2
5365,T2
5366,T2
5367,T1
5368,T1
5369,T2
5370,T2
5371,T2
5372,T2
5373,T2
5374,T2
5375,T1
5376,T1
5377,T2
5378,T2
5379,T2
5380,T2
5381,T2
5382,T2
5383,T2
5384,T2
5385,T2
5386,T2
5387,T2
5388,T2
5389,T2
5390,T2
5391,T2
5392,T2
5393,T2
5394,T1
5395,T1
5396,T2
5397,T2
5398,T2
5399,T2
5400,T2
5401,T2
5402,T2
5403,T2
5404,T2
5405,T2
5406,T2
5407,T2
5408,T2
5409,T2
5410,T2
5411,T2
5412,T1
5413,T1
5414,T2
5415,T2
5416,T2
5417,T2
5418,T2
5419,T2
5420,T1
5421,T2
5422,T2
5423,T2
5424,T2
5425,T2
5426,T2
5427,T2
5428,T2
5429,T2
5430,T2
5431,T2
5432,T1
5433,T1
5434,T1
5435,T2
5436,T2
5437,T1
5438,T2
5439,T2
5440,T2
5441,T2
5442,T2
5443,T2
5444,T2
5445,T1
5446,T2
5447,T2
5448,T2
5449,T2
5450,T2
5451,T1
5452,T1
5453,T1
5454,T2
5455,T2
5456,T2
5457,T2
5458,T2
5459,T2
5460,T2
5461,T2
5462,T2
5463,T2
5464,T2
5465,T2
5466,T1
5467,T1
5468,T1
5469,T2
5470,T2
5471,T2
5472,T2
5473,T2
5474,T2
5475,T2
5476,T2
5477,T2
5478,T2
5479,T2
5480,T2
5481,T2
5482,T2
5483,T2
5484,T2
5485,T2
5486,T2
5487,T2
5488,T2
5489,T2
5490,T2
5491,T2
5492,T2
5493,T2
5494,T2
5495,T2
5496,T2
5497,T2
5498,T2
5499,T2
5500,T2
5501,T2
5502,T2
5503,T2
5504,T2
5505,T2
5506,T2
5507,T2
5508,T1
5509,T1
5510,T2
5511,T2
5512,T2
5513,T1
5514,T2
5515,T2
5516,T2
5517,T2
5518,T1
5519,T1
5520,T2
5521,T2
5522,T2
5523,T2
5524,T2
5525,T2
5526,T2
5527,T2
5528,T1
5529,T1
5530,T1
5531,T2
5532,T2
5533,T2
5534,T2
5535,T2
5536,T2
5537,T2
5538,T2
5539,T2
5540,T2
5541,T2
5542,T2
5543,T2
5544,T2
5545,T2
5546,T2
5547,T2
5548,T2
5549,T2
5550,T2
5551,T2
5552,T2
5553,T1
5554,T1
5555,T2
5556,T2
5557,T2
5558,T2
5559,T2
5560,T2
5561,T2
5562,T2
5563,T2
5564,T2
5565,T2
5566,T2
5567,T2
5568,T2
5569,T2
5570,T2
5571,T1
5572,T1
5573,T2
5574,T2
5575,T1
5576,T1
5577,T2
5578,T2
5579,T2
5580,T2
5581,T2
5582,T2
5583,T2
5584,T2
5585,T2
5586,T2
5587,T2
5588,T2
5589,T2
5590,T2
5591,T2
5592,T2
5593,T2
5594,T2
5595,T2
5596,T2
5597,T1
5598,T1
5599,T2
5600,T2
5601,T2
5602,T2
5603,T2
5604,T2
5605,T2
5606,T1
5607,T2
5608,T2
5609,T2
5610,T2
5611,T2
5612,T1
5613,T1
5614,T1
5615,T2
5616,T2
5617,T2
5618,T2
5619,T2
5620,T2
5621,T2
5622,T2
5623,T2
5624,T2
5625,T2
5626,T1
5627,T1
5628,T1
5629,T2
5630,T2
5631,T2
5632,T2
5633,T2
5634,T2
5635,T2
5636,T2
5637,T2
5638,T2
5639,T1
5640,T1
5641,T2
5642,T2
5643,T2
5644,T2
5645,T1
5646,T1
5647,T2
5648,T2
5649,T2
5650,T2
5651,T2
5652,T2
5653,T2
5654,T1
5655,T2
5656,T2
5657,T2
5658,T2
5659,T2
5660,T2
5661,T1
5662,T1
5663,T2
5664,T2
5665,T2
5666,T2
5667,T2
5668,T2
5669,T2
5670,T2
5671,T2
5672,T2
5673,T2
5674,T2
5675,T2
5676,T2
5677,T2
5678,T2
5679,T2
5680,T2
5681,T1
5682,T1
5683,T2
5684,T2
5685,T2
5686,T1
5687,T2
5688,T2
5689,T2
5690,T1
5691,T2
5692,T2
5693,T2
5694,T2
5695,T2
5696,T2
5697,T2
5698,T2
5699,T1
5700,T1
5701,T1
5702,T1
5703,T2
5704,T1
5705,T2
5706,T2
5707,T2
5708,T2
5709,T2
5710,T2
5711,T2
5712,T2
5713,T2
5714,T2
5715,T2
5716,T1
5717,T1
5718,T1
5719,T2
5720,T2
5721,T2
5722,T2
5723,T1
5724,T1
5725,T2
5726,T2
5727,T2
5728,T2
5729,T2
5730,T2
5731,T2
5732,T2
5733,T1
5734,T1
5735,T1
5736,T2
5737,T2
5738,T2
5739,T2
5740,T1
5741,T2
5742,T2
5743,T2
5744,T2
5745,T2
5746,T2
5747,T2
5748,T2
5749,T2
5750,T1
5751,T1
5752,T2
5753,T2
5754,T2
5755,T2
5756,T1
5757,T1
5758,T2
5759,T2
5760,T2
5761,T2
5762,T1
5763,T1
5764,T2
5765,T2
5766,T2
5767,T2
5768,T2
5769,T2
5770,T2
5771,T2
5772,T2
5773,T1
5774,T1
5775,T1
5776,T1
5777,T2
5778,T2
5779,T2
5780,T1
5781,T1
5782,T2
5783,T2
5784,T2
5785,T2
5786,T2
5787,T2
5788,T2
5789,T2
5790,T2
5791,T2
5792,T1
5793,T1
5794,T1
5795,T1
5796,T2
5797,T2
5798,T2
5799,T2
5800,T2
5801,T1
5802,T1
5803,T2
5804,T2
5805,T2
5806,T2
5807,T2
5808,T2
5809,T2
5810,T2
5811,T1
5812,T1
5813,T1
5814,T2
5815,T2
5816,T2
5817,T2
5818,T2
5819,T2
5820,T2
5821,T2
5822,T2
5823,T2
5824,T2
5825,T2
5826,T2
5827,T2
5828,T2
5829,T2
5830,T2
5831,T1
5832,T1
5833,T2
5834,T2
5835,T2
5836,T1
5837,T1
5838,T2
5839,T2
5840,T1
5841,T2
5842,T2
5843,T2
5844,T2
5845,T2
5846,T2
5847,T2
5848,T2
5849,T2
5850,T2
5851,T1
5852,T2
5853,T2
5854,T2
5855,T2
5856,T2
5857,T1
5858,T1
5859,T1
5860,T1
5861,T1
5862,T2
5863,T2
5864,T2
5865,T2
5866,T2
5867,T2
5868,T2
5869,T2
5870,T2
5871,T2
5872,T2
5873,T2
5874,T2
5875,T2
5876,T2
5877,T2
5878,T1
5879,T1
5880,T1
5881,T2
5882,T2
5883,T2
5884,T1
5885,T1
5886,T1
5887,T1
5888,T2
5889,T2
5890,T2
5891,T2
5892,T1
5893,T2
5894,T2
5895,T2
5896,T2
5897,T2
5898,T2
5899,T1
5900,T1
5901,T1
5902,T1
5903,T1
5904,T2
5905,T1
5906,T2
5907,T2
5908,T2
5909,T1
5910,T1
5911,T2
5912,T2
5913,T2
5914,T2
5915,T1
5916,T1
5917,T2
5918,T2
5919,T2
5920,T2
5921,T2
5922,T2
5923,T2
5924,T2
5925,T2
5926,T1
5927,T1
5928,T2
5929,T2
5930,T2
5931,T2
5932,T2
5933,T2
5934,T2
5935,T2
5936,T2
5937,T2
5938,T2
5939,T1
5940,T1
5941,T2
5942,T2
5943,T2
5944,T2
5945,T2
5946,T1
5947,T1
5948,T2
5949,T2
5950,T2
5951,T1
5952,T2
5953,T2
5954,T2
5955,T2
5956,T1
5957,T2
5958,T2
5959,T2
5960,T2
5961,T2
5962,T1
5963,T1
5964,T2
5965,T2
5966,T2
5967,T1
5968,T2
5969,T2
5970,T2
5971,T2
5972,T1
5973,T1
5974,T2
5975,T2
5976,T2
5977,T2
5978,T2
5979,T2
5980,T2
5981,T1
5982,T2
5983,T2
5984,T2
5985,T1
5986,T2
5987,T2
5988,T1
5989,T1
5990,T1
5991,T1
5992,T1
5993,T1
5994,T1
5995,T1
5996,T1
5997,T1
5998,T1
5999,T1
6000,T1
6001,T1
6002,T1
6003,T1
6004,T1
6005,T2
6006,T2
6007,T1
6008,T1
6009,T1
6010,T1
6011,T1
6012,T1
6013,T1
6014,T1
6015,T1
6016,T1
6017,T1
6018,T1
6019,T1
6020,T2
6021,T2
6022,T2
6023,T1
6024,T1
6025,T1
6026,T2
6027,T2
6028,T2
6029,T1
6030,T1
6031,T1
6032,T1
6033,T2
6034,T1
6035,T1
6036,T1
6037,T1
6038,T1
6039,T1
6040,T1
6041,T2
6042,T2
6043,T2
6044,T1
6045,T1
6046,T2
6047,T1
6048,T1
6049,T1
6050,T1
6051,T1
6052,T2
6053,T2
6054,T1
6055,T1
6056,T1
6057,T1
6058,T1
6059,T1
6060,T1
6061,T1
6062,T1
6063,T1
6064,T2
6065,T2
6066,T2
6067,T2
6068,T2
6069,T2
6070,T2
6071,T1
6072,T1
6073,T1
6074,T1
6075,T1
6076,T1
6077,T2
6078,T2
6079,T2
6080,T2
6081,T2
6082,T1
6083,T2
6084,T2
6085,T1
6086,T1
6087,T1
6088,T2
6089,T1
6090,T1
6091,T1
6092,T1
6093,T1
6094,T1
6095,T1
6096,T1
6097,T2
6098,T2
6099,T1
6100,T1
6101,T1
6102,T1
6103,T1
6104,T2
6105,T1
6106,T1
6107,T1
6108,T1
6109,T1
6110,T1
6111,T2
6112,T2
6113,T2
6114,T2
6115,T1
6116,T1
6117,T1
6118,T1
6119,T1
6120,T1
6121,T2
6122,T1
6123,T1
6124,T1
6125,T1
6126,T2
6127,T2
6128,T2
6129,T1
6130,T1
6131,T1
6132,T2
6133,T2
6134,T2
6135,T2
6136,T2
6137,T2
6138,T2
6139,T1
6140,T1
6141,T1
6142,T1
6143,T2
6144,T1
6145,T1
6146,T2
6147,T2
6148,T2
6149,T1
6150,T1
6151,T1
6152,T1
6153,T1
6154,T2
6155,T1
6156,T1
6157,T1
6158,T1
6159,T1
6160,T1
6161,T1
6162,T1
6163,T1
6164,T2
6165,T1
6166,T1
6167,T2
6168,T2
6169,T1
6170,T1
6171,T1
6172,T1
6173,T1
6174,T1
6175,T1
6176,T1
6177,T1
6178,T2
6179,T1
6180,T1
6181,T2
6182,T2
6183,T1
6184,T1
6185,T1
6186,T1
6187,T1
6188,T1
6189,T1
6190,T2
6191,T2
6192,T2
6193,T1
6194,T1
6195,T1
6196,T1
6197,T1
6198,T2
6199,T2
6200,T1
6201,T1
6202,T1
6203,T2
6204,T2
6205,T2
6206,T2
6207,T1
6208,T2
6209,T1
6210,T1
6211,T1
6212,T1
6213,T2
6214,T1
6215,T1
6216,T1
6217,T2
6218,T2
6219,T1
6220,T1
6221,T2
6222,T2
6223,T2
6224,T2
6225,T1
6226,T1
6227,T1
6228,T1
6229,T1
6230,T1
6231,T1
6232,T1
6233,T2
6234,T2
6235,T2
6236,T1
6237,T1
6238,T2
6239,T2
6240,T2
6241,T2
6242,T1
6243,T1
6244,T1
6245,T1
6246,T1
6247,T2
6248,T1
6249,T2
6250,T2
6251,T2
6252,T2
6253,T2
6254,T2
6255,T1
6256,T1
6257,T1
6258,T1
6259,T1
6260,T1
6261,T1
6262,T1
6263,T1
6264,T1
6265,T1
6266,T1
6267,T1
6268,T1
6269,T1
6270,T1
6271,T1
6272,T2
6273,T2
6274,T1
6275,T1
6276,T1
6277,T1
6278,T1
6279,T2
6280,T2
6281,T1
6282,T1
6283,T1
6284,T2
6285,T2
6286,T2
6287,T1
6288,T1
6289,T2
6290,T2
6291,T2
6292,T1
6293,T1
6294,T1
6295,T1
6296,T1
6297,T1
6298,T2
6299,T2
6300,T1
6301,T1
6302,T2
6303,T2
6304,T2
6305,T2
6306,T1
6307,T1
6308,T1
6309,T2
6310,T2
6311,T1
6312,T1
6313,T1
6314,T1
6315,T1
6316,T1
6317,T1
6318,T1
6319,T1
6320,T1
6321,T2
6322,T1
6323,T1
6324,T1
6325,T1
6326,T1
6327,T1
6328,T1
6329,T1
6330,T2
6331,T1
6332,T1
6333,T1
6334,T1
6335,T1
6336,T1
6337,T1
6338,T1
6339,T2
6340,T2
6341,T1
6342,T1
6343,T1
6344,T1
6345,T1
6346,T1
6347,T1
6348,T1
6349,T1
6350,T2
6351,T2
6352,T1
6353,T1
6354,T1
6355,T1
6356,T2
6357,T1
6358,T2
6359,T2
6360,T2
6361,T1
6362,T2
6363,T1
6364,T1
6365,T1
6366,T2
6367,T2
6368,T1
6369,T1
6370,T1
6371,T1
6372,T1
6373,T1
6374,T1
6375,T2
6376,T2
6377,T1
6378,T1
6379,T1
6380,T1
6381,T1
6382,T2
6383,T2
6384,T1
6385,T1
6386,T1
6387,T1
6388,T1
6389,T1
6390,T2
6391,T2
6392,T2
6393,T2
6394,T2
6395,T1
6396,T1
6397,T1
6398,T1
6399,T1
6400,T2
6401,T2
6402,T1
6403,T1
6404,T1
6405,T2
6406,T1
6407,T1
6408,T1
6409,T1
6410,T1
6411,T1
6412,T1
6413,T2
6414,T2
6415,T1
6416,T1
6417,T1
6418,T1
6419,T2
6420,T2
6421,T2
6422,T1
6423,T1
6424,T1
6425,T1
6426,T1
6427,T2
6428,T1
6429,T2
6430,T2
6431,T2
6432,T2
6433,T1
6434,T1
6435,T1
6436,T1
6437,T1
6438,T1
6439,T1
6440,T2
6441,T1
6442,T1
6443,T2
6444,T1
6445,T1
6446,T1
6447,T1
6448,T1
6449,T1
6450,T1
6451,T1
6452,T1
6453,T1
6454,T1
6455,T1
6456,T2
6457,T2
6458,T2
6459,T2
6460,T1
6461,T1
6462,T1
6463,T1
6464,T1
6465,T2
6466,T1
6467,T1
6468,T1
6469,T1
6470,T1
6471,T1
6472,T1
6473,T2
6474,T1
6475,T1
6476,T1
6477,T1
6478,T2
6479,T2
6480,T2
6481,T2
6482,T1
6483,T1
6484,T1
6485,T1
6486,T1
6487,T1
6488,T1
6489,T1
6490,T2
6491,T2
6492,T1
6493,T1
6494,T1
6495,T1
6496,T2
6497,T1
6498,T1
6499,T2
6500,T2
6501,T2
6502,T1
6503,T1
6504,T1
6505,T1
6506,T1
6507,T1
6508,T1
6509,T1
6510,T1
6511,T1
6512,T2
6513,T2
6514,T2
6515,T2
6516,T1
6517,T1
6518,T1
6519,T1
6520,T1
6521,T1
6522,T1
6523,T1
6524,T1
6525,T1
6526,T1
6527,T1
6528,T1
6529,T1
6530,T1
6531,T1
6532,T2
6533,T1
6534,T1
6535,T1
6536,T2
6537,T1
6538,T1
6539,T1
6540,T1
6541,T1
6542,T1
6543,T1
6544,T2
6545,T1
6546,T1
6547,T1
6548,T2
6549,T2
6550,T1
6551,T1
6552,T1
6553,T1
6554,T1
6555,T1
6556,T1
6557,T1
6558,T1
6559,T1
6560,T2
6561,T1
6562,T1
6563,T1
6564,T1
6565,T2
6566,T2
6567,T2
6568,T2
6569,T2
6570,T1
6571,T1
6572,T1
6573,T1
6574,T1
6575,T1
6576,T1
6577,T1
6578,T2
6579,T2
6580,T1
6581,T1
6582,T1
6583,T1
6584,T1
6585,T2
6586,T2
6587,T1
6588,T1
6589,T1
6590,T1
6591,T2
6592,T1
6593,T1
6594,T1
6595,T1
6596,T2
6597,T2
6598,T2
6599,T2
6600,T1
6601,T1
6602,T1
6603,T1
6604,T2
6605,T1
6606,T1
6607,T2
6608,T2
6609,T1
6610,T1
6611,T1
6612,T1
6613,T2
6614,T1
6615,T1
6616,T1
6617,T1
6618,T1
6619,T2
6620,T2
6621,T1
6622,T1
6623,T1
6624,T1
6625,T1
6626,T1
6627,T1
6628,T2
6629,T2
6630,T2
6631,T1
6632,T2
6633,T2
6634,T2
6635,T2
6636,T2
6637,T2
6638,T2
6639,T1
6640,T2
6641,T2
6642,T1
6643,T1
6644,T2
6645,T2
6646,T1
6647,T1
6648,T1
6649,T1
6650,T1
6651,T1
6652,T1
6653,T1
6654,T1
6655,T2
6656,T2
6657,T2
6658,T2
6659,T2
6660,T2
6661,T2
6662,T1
6663,T1
6664,T1
6665,T1
6666,T1
6667,T1
6668,T1
6669,T1
6670,T1
6671,T1
6672,T2
6673,T2
6674,T2
6675,T2
6676,T2
6677,T2
6678,T1
6679,T2
6680,T2
6681,T1
6682,T1
6683,T1
6684,T2
6685,T2
6686,T2
6687,T2
6688,T1
6689,T1
6690,T1
6691,T2
6692,T2
6693,T1
6694,T1
6695,T1
6696,T2
6697,T2
6698,T2
6699,T1
6700,T2
6701,T2
6702,T2
6703,T2
6704,T1
6705,T1
6706,T1
6707,T2
6708,T2
6709,T1
6710,T1
6711,T1
6712,T1
6713,T1
6714,T2
6715,T1
6716,T1
6717,T1
6718,T2
6719,T2
6720,T2
6721,T2
6722,T1
6723,T1
6724,T1
6725,T1
6726,T1
6727,T1
6728,T1
6729,T2
6730,T2
6731,T2
6732,T2
6733,T2
6734,T2
6735,T1
6736,T1
6737,T2
6738,T2
6739,T2
6740,T1
6741,T1
6742,T1
6743,T1
6744,T1
6745,T1
6746,T1
6747,T2
6748,T2
6749,T2
6750,T2
6751,T2
6752,T2
6753,T1
6754,T1
6755,T1
6756,T1
6757,T1
6758,T2
6759,T2
6760,T2
6761,T2
6762,T1
6763,T1
6764,T1
6765,T2
6766,T2
6767,T2
6768,T1
6769,T1
6770,T1
6771,T2
6772,T2
6773,T2
6774,T2
6775,T2
6776,T2
6777,T1
6778,T1
6779,T2
6780,T2
6781,T2
6782,T2
6783,T2
6784,T1
6785,T1
6786,T1
6787,T2
6788,T1
6789,T1
6790,T1
6791,T2
6792,T2
6793,T2
6794,T1
6795,T1
6796,T1
6797,T2
6798,T2
6799,T2
6800,T1
6801,T1
6802,T1
6803,T2
6804,T2
6805,T1
6806,T1
6807,T1
6808,T2
6809,T1
6810,T2
6811,T2
6812,T2
6813,T1
6814,T2
6815,T1
6816,T1
6817,T1
6818,T2
6819,T1
6820,T1
6821,T1
6822,T1
6823,T2
6824,T2
6825,T2
6826,T1
6827,T1
6828,T2
6829,T1
6830,T1
6831,T1
6832,T1
6833,T1
6834,T2
6835,T2
6836,T2
6837,T2
6838,T1
6839,T1
6840,T1
6841,T1
6842,T1
6843,T1
6844,T1
6845,T1
6846,T1
6847,T1
6848,T2
6849,T2
6850,T2
6851,T1
6852,T1
6853,T2
6854,T2
6855,T2
6856,T1
6857,T1
6858,T1
6859,T2
6860,T1
6861,T1
6862,T1
6863,T1
6864,T1
6865,T2
6866,T2
6867,T2
6868,T1
6869,T2
6870,T2
6871,T2
6872,T2
6873,T1
6874,T1
6875,T1
6876,T2
6877,T2
6878,T1
6879,T1
6880,T2
6881,T2
6882,T2
6883,T1
6884,T1
6885,T1
6886,T2
6887,T2
6888,T2
6889,T1
6890,T1
6891,T1
6892,T1
6893,T1
6894,T1
6895,T1
6896,T1
6897,T1
6898,T2
6899,T2
6900,T2
6901,T1
6902,T1
6903,T2
6904,T1
6905,T1
6906,T1
6907,T2
6908,T2
6909,T2
6910,T1
6911,T2
6912,T1
6913,T1
6914,T2
6915,T2
6916,T2
6917,T2
6918,T2
6919,T2
6920,T1
6921,T1
6922,T1
6923,T1
6924,T2
6925,T2
6926,T2
6927,T1
6928,T1
6929,T1
6930,T1
6931,T1
6932,T2
6933,T2
6934,T2
6935,T2
6936,T2
6937,T1
6938,T1
6939,T2
6940,T2
6941,T2
6942,T2
6943,T1
6944,T1
6945,T2
6946,T1
6947,T1
6948,T1
6949,T1
6950,T2
6951,T2
6952,T2
6953,T2
6954,T2
6955,T1
6956,T2
6957,T2
6958,T2
6959,T2
6960,T1
6961,T1
6962,T1
6963,T1
6964,T1
6965,T1
6966,T2
6967,T2
6968,T2
6969,T1
6970,T1
6971,T1
6972,T1
6973,T1
6974,T1
6975,T2
6976,T2
6977,T2
6978,T1
6979,T2
6980,T1
6981,T1
6982,T1
6983,T1
6984,T2
6985,T1
6986,T2
6987,T2
6988,T2
6989,T2
6990,T1
6991,T1
6992,T1
6993,T1
6994,T1
6995,T2
6996,T2
6997,T2
6998,T1
6999,T1
7000,T2
7001,T2
7002,T2
7003,T1
7004,T2
7005,T2
7006,T1
7007,T1
7008,T1
7009,T2
7010,T2
7011,T2
7012,T1
7013,T1
7014,T1
7015,T1
7016,T1
7017,T2
7018,T2
7019,T2
7020,T1
7021,T2
7022,T2
7023,T2
7024,T1
7025,T1
7026,T1
7027,T2
7028,T2
7029,T1
7030,T1
7031,T2
7032,T2
7033,T2
7034,T2
7035,T2
7036,T1
7037,T1
7038,T1
7039,T2
7040,T2
7041,T2
7042,T1
7043,T2
7044,T2
7045,T1
7046,T1
7047,T1
7048,T1
7049,T2
7050,T2
7051,T2
7052,T1
7053,T1
7054,T2
7055,T2
7056,T2
7057,T2
7058,T2
7059,T1
7060,T2
7061,T2
7062,T2
7063,T1
7064,T1
7065,T1
7066,T2
7067,T1
7068,T1
7069,T1
7070,T1
7071,T2
7072,T2
7073,T2
7074,T2
7075,T2
7076,T2
7077,T1
7078,T1
7079,T1
7080,T2
7081,T1
7082,T1
7083,T1
7084,T1
7085,T1
7086,T2
7087,T2
7088,T1
7089,T2
7090,T2
7091,T2
7092,T2
7093,T2
7094,T1
7095,T1
7096,T1
7097,T2
7098,T2
7099,T1
7100,T1
7101,T1
7102,T1
7103,T1
7104,T1
7105,T2
7106,T2
7107,T2
7108,T2
7109,T2
7110,T1
7111,T1
7112,T1
7113,T1
7114,T1
7115,T1
7116,T2
7117,T2
7118,T2
7119,T2
7120,T1
7121,T2
7122,T2
7123,T1
7124,T2
7125,T2
7126,T2
7127,T2
7128,T2
7129,T1
7130,T2
7131,T2
7132,T1
7133,T1
7134,T2
7135,T2
7136,T1
7137,T1
7138,T2
7139,T2
7140,T2
7141,T1
7142,T2
7143,T2
7144,T1
7145,T2
7146,T1
7147,T1
7148,T2
7149,T2
7150,T2
7151,T1
7152,T1
7153,T1
7154,T2
7155,T2
7156,T2
7157,T2
7158,T2
7159,T1
7160,T2
7161,T1
7162,T1
