,condition
14029,T2
14030,T2
14031,T2
14032,T2
14033,T2
14034,T2
14035,T2
14036,T2
14037,T2
14038,T2
14039,T2
14040,T2
14041,T2
14042,T2
14043,T2
14044,T2
14045,T2
14046,T2
14047,T2
14048,T2
14049,T2
14050,T2
14051,T2
14052,T2
14053,T2
14054,T2
14055,T2
14056,T2
14057,T2
14058,T2
14059,T2
14060,T2
14061,T2
14062,T2
14063,T2
14064,T2
14065,T2
14066,T2
14067,T2
14068,T2
14069,T2
14070,T2
14071,T2
14072,T2
14073,T2
14074,T2
14075,T2
14076,T2
14077,T2
14078,T2
14079,T2
14080,T2
14081,T2
14082,T2
14083,T2
14084,T2
14085,T2
14086,T2
14087,T2
14088,T2
14089,T2
14090,T2
14091,T2
14092,T2
14093,T2
14094,T2
14095,T2
14096,T2
14097,T2
14098,T2
14099,T2
14100,T2
14101,T2
14102,T2
14103,T2
14104,T2
14105,T2
14106,T2
14107,T2
14108,T2
14109,T2
14110,T2
14111,T2
14112,T2
14113,T2
14114,T2
14115,T2
14116,T2
14117,T2
14118,T2
14119,T2
14120,T2
14121,T2
14122,T2
14123,T2
14124,T2
14125,T2
14126,T2
14127,T2
14128,T2
14129,T2
14130,T2
14131,T2
14132,T2
14133,T2
14134,T2
14135,T2
14136,T2
14137,T2
14138,T2
14139,T2
14140,T2
14141,T2
14142,T2
14143,T2
14144,T2
14145,T2
14146,T2
14147,T2
14148,T2
14149,T2
14150,T2
14151,T2
14152,T2
14153,T2
14154,T2
14155,T2
14156,T2
14157,T2
14158,T2
14159,T2
14160,T2
14161,T2
14162,T2
14163,T2
14164,T2
14165,T2
14166,T2
14167,T2
14168,T2
14169,T2
14170,T2
14171,T2
14172,T2
14173,T2
14174,T2
14175,T2
14176,T2
14177,T2
14178,T2
14179,T2
14180,T2
14181,T2
14182,T2
14183,T2
14184,T2
14185,T2
14186,T2
14187,T2
14188,T2
14189,T2
14190,T2
14191,T2
14192,T2
14193,T2
14194,T2
14195,T2
14196,T2
14197,T2
14198,T2
14199,T2
14200,T2
14201,T2
14202,T2
14203,T2
14204,T2
14205,T2
14206,T2
14207,T2
14208,T2
14209,T2
14210,T2
14211,T2
14212,T2
14213,T2
14214,T2
14215,T2
14216,T2
14217,T2
14218,T2
14219,T2
14220,T2
14221,T2
14222,T2
14223,T2
14224,T2
14225,T2
14226,T2
14227,T2
14228,T2
14229,T2
14230,T2
14231,T2
14232,T2
14233,T2
14234,T2
14235,T2
14236,T2
14237,T2
14238,T2
14239,T2
14240,T2
14241,T2
14242,T2
14243,T2
14244,T2
14245,T2
14246,T2
14247,T2
14248,T2
14249,T2
14250,T2
14251,T2
14252,T2
14253,T2
14254,T2
14255,T2
14256,T2
14257,T2
14258,T2
14259,T2
14260,T2
14261,T2
14262,T2
14263,T2
14264,T2
14265,T2
14266,T2
14267,T2
14268,T2
14269,T2
14270,T2
14271,T2
14272,T2
14273,T2
14274,T2
14275,T2
14276,T2
14277,T2
14278,T2
14279,T2
14280,T2
14281,T2
14282,T2
14283,T2
14284,T2
14285,T2
14286,T2
14287,T2
14288,T2
14289,T2
14290,T2
14291,T2
14292,T2
14293,T2
14294,T2
14295,T2
14296,T2
14297,T2
14298,T2
14299,T2
14300,T2
14301,T2
14302,T2
14303,T2
14304,T2
14305,T2
14306,T2
14307,T2
14308,T2
14309,T2
14310,T2
14311,T2
14312,T2
14313,T2
14314,T2
14315,T2
14316,T2
14317,T2
14318,T2
14319,T2
14320,T2
14321,T2
14322,T2
14323,T2
14324,T2
14325,T2
14326,T2
14327,T2
14328,T2
14329,T2
14330,T2
14331,T2
14332,T2
14333,T2
14334,T2
14335,T2
14336,T2
14337,T2
14338,T2
14339,T2
14340,T2
14341,T2
14342,T2
14343,T2
14344,T2
14345,T2
14346,T2
14347,T2
14348,T2
14349,T2
14350,T2
14351,T2
14352,T2
14353,T2
14354,T2
14355,T2
14356,T2
14357,T2
14358,T2
14359,T2
14360,T2
14361,T2
14362,T2
14363,T2
14364,T2
14365,T2
14366,T2
14367,T2
14368,T2
14369,T2
14370,T2
14371,T2
14372,T2
14373,T2
14374,T2
14375,T2
14376,T2
14377,T2
14378,T2
14379,T2
14380,T2
14381,T2
14382,T2
14383,T2
14384,T2
14385,T2
14386,T2
14387,T2
14388,T2
14389,T2
14390,T2
14391,T2
14392,T2
14393,T2
14394,T2
14395,T2
14396,T2
14397,T2
14398,T2
14399,T2
14400,T2
14401,T2
14402,T2
14403,T2
14404,T2
14405,T2
14406,T2
14407,T2
14408,T2
14409,T2
14410,T2
14411,T2
14412,T2
14413,T2
14414,T2
14415,T2
14416,T2
14417,T2
14418,T2
14419,T2
14420,T2
14421,T2
14422,T2
14423,T2
14424,T2
14425,T2
14426,T2
14427,T2
14428,T2
14429,T2
14430,T2
14431,T2
14432,T2
14433,T2
14434,T2
14435,T2
14436,T2
14437,T2
14438,T2
14439,T2
14440,T2
14441,T2
14442,T2
14443,T2
14444,T2
14445,T2
14446,T2
14447,T2
14448,T2
14449,T2
14450,T2
14451,T2
14452,T2
14453,T2
14454,T2
14455,T2
14456,T2
14457,T2
14458,T2
14459,T2
14460,T2
14461,T2
14462,T2
14463,T2
14464,T2
14465,T2
14466,T2
14467,T2
14468,T2
14469,T2
14470,T2
14471,T2
14472,T2
14473,T2
14474,T2
14475,T2
14476,T2
14477,T2
14478,T2
14479,T2
14480,T2
14481,T2
14482,T2
14483,T2
14484,T2
14485,T2
14486,T2
14487,T2
14488,T2
14489,T2
14490,T2
14491,T2
14492,T2
14493,T2
14494,T2
14495,T2
14496,T2
14497,T2
14498,T2
14499,T2
14500,T2
14501,T2
14502,T2
14503,T2
14504,T2
14505,T2
14506,T2
14507,T2
14508,T2
14509,T2
14510,T2
14511,T2
14512,T2
14513,T2
14514,T2
14515,T2
14516,T2
14517,T2
14518,T2
14519,T2
14520,T2
14521,T2
14522,T2
14523,T2
14524,T2
14525,T2
14526,T2
14527,T2
14528,T2
14529,T2
14530,T2
14531,T2
14532,T2
14533,T2
14534,T2
14535,T2
14536,T2
14537,T2
14538,T2
14539,T2
14540,T2
14541,T2
14542,T2
14543,T2
14544,T2
14545,T2
14546,T2
14547,T2
14548,T2
14549,T2
14550,T2
14551,T2
14552,T2
14553,T2
14554,T2
14555,T2
14556,T2
14557,T2
14558,T2
14559,T2
14560,T2
14561,T2
14562,T2
14563,T2
14564,T2
14565,T2
14566,T2
14567,T2
14568,T2
14569,T2
14570,T2
14571,T2
14572,T2
14573,T2
14574,T2
14575,T2
14576,T2
14577,T2
14578,T2
14579,T2
14580,T2
14581,T2
14582,T2
14583,T2
14584,T2
14585,T2
14586,T2
14587,T2
14588,T2
14589,T2
14590,T2
14591,T2
14592,T2
14593,T2
14594,T2
14595,T2
14596,T2
14597,T2
14598,T2
14599,T2
14600,T2
14601,T2
14602,T2
14603,T2
14604,T2
14605,T2
14606,T2
14607,T2
14608,T2
14609,T2
14610,T2
14611,T2
14612,T2
14613,T2
14614,T2
14615,T2
14616,T2
14617,T2
14618,T2
14619,T2
14620,T2
14621,T2
14622,T2
14623,T2
14624,T2
14625,T2
14626,T2
14627,T2
14628,T2
14629,T2
15295,T1
15296,T1
15297,T1
15298,T1
15299,T1
15300,T1
15301,T1
15302,T1
15303,T1
15304,T1
15305,T1
15306,T1
15307,T1
15308,T1
15309,T1
15310,T1
15311,T1
15312,T1
15313,T1
15314,T1
15315,T1
15316,T1
15317,T1
15318,T1
15319,T1
15320,T1
15321,T1
15322,T1
15323,T1
15324,T1
15325,T1
15326,T1
15327,T1
15328,T1
15329,T1
15330,T1
15331,T1
15332,T1
15333,T1
15334,T1
15335,T1
15336,T1
15337,T1
15338,T1
15339,T1
15340,T1
15341,T1
15342,T1
15343,T1
15344,T1
15345,T1
15346,T1
15347,T1
15348,T1
15349,T1
15350,T1
15351,T1
15352,T1
15353,T1
15354,T1
15355,T1
15356,T1
15357,T1
15358,T1
15359,T1
15360,T1
15361,T1
15362,T1
15363,T1
15364,T1
15365,T1
15366,T1
15367,T1
15368,T1
15369,T1
15370,T1
15371,T1
15372,T1
15373,T1
15374,T1
15375,T1
15376,T1
15377,T1
15378,T1
15379,T1
15380,T1
15381,T1
15382,T1
15383,T1
15384,T1
15385,T1
15386,T1
15387,T1
15388,T1
15389,T1
15390,T1
15391,T1
15392,T1
15393,T1
15394,T1
15395,T1
15396,T1
15397,T1
15398,T1
15399,T1
15400,T1
15401,T1
15402,T1
15403,T1
15404,T1
15405,T1
15406,T1
15407,T1
15408,T1
15409,T1
15410,T1
15411,T1
15412,T1
15413,T1
15414,T1
15415,T1
15416,T1
15417,T1
15418,T1
15419,T1
15420,T1
15421,T1
15422,T1
15423,T1
15424,T1
15425,T1
15426,T1
15427,T1
15428,T1
15429,T1
15430,T1
15431,T1
15432,T1
15433,T1
15434,T1
15435,T1
15436,T1
15437,T1
15438,T1
15439,T1
15440,T1
15441,T1
15442,T1
15443,T1
15444,T1
15445,T1
15446,T1
15447,T1
15448,T1
15449,T1
15450,T1
15451,T1
15452,T1
15453,T1
15454,T1
15455,T1
15456,T1
15457,T1
15458,T1
15459,T1
15460,T1
15461,T1
15462,T1
15463,T1
15464,T1
15465,T1
15466,T1
15467,T1
15468,T1
15469,T1
15470,T1
15471,T1
15472,T1
15473,T1
15474,T1
15475,T1
15476,T1
15477,T1
15478,T1
15479,T1
15480,T1
15481,T1
15482,T1
15483,T1
15484,T1
15485,T1
15486,T1
15487,T1
15488,T1
15489,T1
15490,T1
15491,T1
15492,T1
15493,T1
15494,T1
15495,T1
15496,T1
15497,T1
15498,T1
15499,T1
15500,T1
15501,T1
15502,T1
15503,T1
15504,T1
15505,T1
15506,T1
15507,T1
15508,T1
15509,T1
15510,T1
15511,T1
15512,T1
15513,T1
15514,T1
15515,T1
15516,T1
15517,T1
15518,T1
15519,T1
15520,T1
15521,T1
15522,T1
15523,T1
15524,T1
15525,T1
15526,T1
15527,T1
15528,T1
15529,T1
15530,T1
15531,T1
15532,T1
15533,T1
15534,T1
15535,T1
15536,T1
15537,T1
15538,T1
15539,T1
15540,T1
15541,T1
15542,T1
15543,T1
15544,T1
15545,T1
15546,T1
15547,T1
15548,T1
15549,T1
15550,T1
15551,T1
15552,T1
15553,T1
15554,T1
15555,T1
15556,T1
15557,T1
15558,T1
15559,T1
15560,T1
15561,T1
15562,T1
15563,T1
15564,T1
15565,T1
15566,T1
15567,T1
15568,T1
15569,T1
15570,T1
15571,T1
15572,T1
15573,T1
15574,T1
15575,T1
15576,T1
15577,T1
15578,T1
15579,T1
15580,T1
15581,T1
15582,T1
15583,T1
15584,T1
15585,T1
15586,T1
15587,T1
15588,T1
15589,T1
15590,T1
15591,T1
15592,T1
15593,T1
15594,T1
15595,T1
15596,T1
15597,T1
15598,T1
15599,T1
15600,T1
15601,T1
15602,T1
15603,T1
15604,T1
15605,T1
15606,T1
15607,T1
15608,T1
15609,T1
15610,T1
15611,T1
15612,T1
15613,T1
15614,T1
15615,T1
15616,T1
15617,T1
15618,T1
15619,T1
15620,T1
15621,T1
15622,T1
15623,T1
15624,T1
15625,T1
15626,T1
15627,T1
15628,T1
15629,T1
15630,T1
15631,T1
15632,T1
15633,T1
15634,T1
15635,T1
15636,T1
15637,T1
15638,T1
15639,T1
15640,T1
15641,T1
15642,T1
15643,T1
15644,T1
15645,T1
15646,T1
15647,T1
15648,T1
15649,T1
15650,T1
15651,T1
15652,T1
15653,T1
15654,T1
15655,T1
15656,T1
15657,T1
15658,T1
15659,T1
15660,T1
15661,T1
15662,T1
15663,T1
15664,T1
15665,T1
15666,T1
15667,T1
15668,T1
15669,T1
15670,T1
15671,T1
15672,T1
15673,T1
15674,T1
15675,T1
15676,T1
15677,T1
15678,T1
15679,T1
15680,T1
15681,T1
15682,T1
15683,T1
15684,T1
15685,T1
15686,T1
15687,T1
15688,T1
15689,T1
15690,T1
15691,T1
15692,T1
15693,T1
15694,T1
15695,T1
15696,T1
15697,T1
15698,T1
15699,T1
15700,T1
15701,T1
15702,T1
15703,T1
15704,T1
15705,T1
15706,T1
15707,T1
15708,T1
15709,T1
15710,T1
15711,T1
15712,T1
15713,T1
15714,T1
15715,T1
15716,T1
15717,T1
15718,T1
15719,T1
15720,T1
15721,T1
15722,T1
15723,T1
15724,T1
15725,T1
15726,T1
15727,T1
15728,T1
15729,T1
15730,T1
15731,T1
15732,T1
15733,T1
15734,T1
15735,T1
15736,T1
15737,T1
15738,T1
15739,T1
15740,T1
15741,T1
15742,T1
15743,T1
15744,T1
15745,T1
15746,T1
15747,T1
15748,T1
15749,T1
15750,T1
15751,T1
15752,T1
15753,T1
15754,T1
15755,T1
15756,T1
15757,T1
15758,T1
15759,T1
15760,T1
15761,T1
15762,T1
15763,T1
15764,T1
15765,T1
15766,T1
15767,T1
15768,T1
15769,T1
15770,T1
15771,T1
15772,T1
15773,T1
15774,T1
15775,T1
15776,T1
15777,T1
15778,T1
15779,T1
15780,T1
15781,T1
15782,T1
15783,T1
15784,T1
15785,T1
15786,T1
15787,T1
15788,T1
15789,T1
15790,T1
15791,T1
15792,T1
15793,T1
15794,T1
15795,T1
15796,T1
15797,T1
15798,T1
15799,T1
15800,T1
15801,T1
15802,T1
15803,T1
15804,T1
15805,T1
15806,T1
15807,T1
15808,T1
15809,T1
15810,T1
15811,T1
15812,T1
15813,T1
15814,T1
15815,T1
15816,T1
15817,T1
15818,T1
15819,T1
15820,T1
15821,T1
15822,T1
15823,T1
15824,T1
15825,T1
15826,T1
15827,T1
15828,T1
15829,T1
15830,T1
15831,T1
15832,T1
15833,T1
15834,T1
15835,T1
15836,T1
15837,T1
15838,T1
15839,T1
15840,T1
15841,T1
15842,T1
15843,T1
15844,T1
15845,T1
15846,T1
15847,T1
15848,T1
15849,T1
15850,T1
15851,T1
15852,T1
15853,T1
15854,T1
15855,T1
15856,T1
15857,T1
15858,T1
15859,T1
15860,T1
15861,T1
15862,T1
15863,T1
15864,T1
15865,T1
15866,T1
15867,T1
15868,T1
15869,T1
15870,T1
15871,T1
15872,T1
15873,T1
15874,T1
15875,T1
15876,T1
15877,T1
15878,T1
15879,T1
15880,T1
15881,T1
15882,T1
15883,T1
15884,T1
15885,T1
15886,T1
15887,T1
15888,T1
15889,T1
15890,T1
15891,T1
15892,T1
15893,T1
15894,T1
15895,T1
15896,T1
15897,T1
15898,T1
15899,T1
15900,T1
15901,T1
15902,T1
15903,T1
15904,T1
15905,T1
15906,T1
15907,T1
15908,T1
15909,T1
15910,T1
15911,T1
15912,T1
15913,T1
15914,T1
15915,T1
15916,T1
15917,T1
15918,T1
15919,T1
15920,T1
15921,T1
15922,T1
15923,T1
15924,T1
15925,T1
15926,T1
15927,T1
15928,T1
15929,T1
15930,T1
15931,T1
15932,T1
15933,T1
15934,T1
15935,T1
15936,T1
15937,T1
15938,T1
15939,T1
15940,T1
15941,T1
15942,T1
15943,T1
15944,T1
15945,T1
15946,T1
15947,T1
15948,T1
15949,T1
15950,T1
15951,T1
15952,T1
15953,T1
15954,T1
15955,T1
15956,T1
15957,T1
15958,T1
15959,T1
16625,T1
16626,T1
16627,T1
16628,T1
16629,T1
16630,T1
16631,T1
16632,T1
16633,T1
16634,T1
16635,T1
16636,T1
16637,T1
16638,T1
16639,T1
16640,T1
16641,T1
16642,T1
16643,T1
16644,T1
16645,T1
16646,T1
16647,T1
16648,T1
16649,T1
16650,T1
16651,T1
16652,T1
16653,T1
16654,T1
16655,T1
16656,T1
16657,T1
16658,T1
16659,T1
16660,T1
16661,T1
16662,T1
16663,T1
16664,T1
16665,T1
16666,T1
16667,T1
16668,T1
16669,T1
16670,T1
16671,T1
16672,T1
16673,T1
16674,T1
16675,T1
16676,T1
16677,T1
16678,T1
16679,T1
16680,T1
16681,T1
16682,T1
16683,T1
16684,T1
16685,T1
16686,T1
16687,T1
16688,T1
16689,T1
16690,T1
16691,T1
16692,T1
16693,T1
16694,T1
16695,T1
16696,T1
16697,T1
16698,T1
16699,T1
16700,T1
16701,T1
16702,T1
16703,T1
16704,T1
16705,T1
16706,T1
16707,T1
16708,T1
16709,T1
16710,T1
16711,T1
16712,T1
16713,T1
16714,T1
16715,T1
16716,T1
16717,T1
16718,T1
16719,T1
16720,T1
16721,T1
16722,T1
16723,T1
16724,T1
16725,T1
16726,T1
16727,T1
16728,T1
16729,T1
16730,T1
16731,T1
16732,T1
16733,T1
16734,T1
16735,T1
16736,T1
16737,T1
16738,T1
16739,T1
16740,T1
16741,T1
16742,T1
16743,T1
16744,T1
16745,T1
16746,T1
16747,T1
16748,T1
16749,T1
16750,T1
16751,T1
16752,T1
16753,T1
16754,T1
16755,T1
16756,T1
16757,T1
16758,T1
16759,T1
16760,T1
16761,T1
16762,T1
16763,T1
16764,T1
16765,T1
16766,T1
16767,T1
16768,T1
16769,T1
16770,T1
16771,T1
16772,T1
16773,T1
16774,T1
16775,T1
16776,T1
16777,T1
16778,T1
16779,T1
16780,T1
16781,T1
16782,T1
16783,T1
16784,T1
16785,T1
16786,T1
16787,T1
16788,T1
16789,T1
16790,T1
16791,T1
16792,T1
16793,T1
16794,T1
16795,T1
16796,T1
16797,T1
16798,T1
16799,T1
16800,T1
16801,T1
16802,T1
16803,T1
16804,T1
16805,T1
16806,T1
16807,T1
16808,T1
16809,T1
16810,T1
16811,T1
16812,T1
16813,T1
16814,T1
16815,T1
16816,T1
16817,T1
16818,T1
16819,T1
16820,T1
16821,T1
16822,T1
16823,T1
16824,T1
16825,T1
16826,T1
16827,T1
16828,T1
16829,T1
16830,T1
16831,T1
16832,T1
16833,T1
16834,T1
16835,T1
16836,T1
16837,T1
16838,T1
16839,T1
16840,T1
16841,T1
16842,T1
16843,T1
16844,T1
16845,T1
16846,T1
16847,T1
16848,T1
16849,T1
16850,T1
16851,T1
16852,T1
16853,T1
16854,T1
16855,T1
16856,T1
16857,T1
16858,T1
16859,T1
16860,T1
16861,T1
16862,T1
16863,T1
16864,T1
16865,T1
16866,T1
16867,T1
16868,T1
16869,T1
16870,T1
16871,T1
16872,T1
16873,T1
16874,T1
16875,T1
16876,T1
16877,T1
16878,T1
16879,T1
16880,T1
16881,T1
16882,T1
16883,T1
16884,T1
16885,T1
16886,T1
16887,T1
16888,T1
16889,T1
16890,T1
16891,T1
16892,T1
16893,T1
16894,T1
16895,T1
16896,T1
16897,T1
16898,T1
16899,T1
16900,T1
16901,T1
16902,T1
16903,T1
16904,T1
16905,T1
16906,T1
16907,T1
16908,T1
16909,T1
16910,T1
16911,T1
16912,T1
16913,T1
16914,T1
16915,T1
16916,T1
16917,T1
16918,T1
16919,T1
16920,T1
16921,T1
16922,T1
16923,T1
16924,T1
16925,T1
16926,T1
16927,T1
16928,T1
16929,T1
16930,T1
16931,T1
16932,T1
16933,T1
16934,T1
16935,T1
16936,T1
16937,T1
16938,T1
16939,T1
16940,T1
16941,T1
16942,T1
16943,T1
16944,T1
16945,T1
16946,T1
16947,T1
16948,T1
16949,T1
16950,T1
16951,T1
16952,T1
16953,T1
16954,T1
16955,T1
16956,T1
16957,T1
16958,T1
16959,T1
16960,T1
16961,T1
16962,T1
16963,T1
16964,T1
16965,T1
16966,T1
16967,T1
16968,T1
16969,T1
16970,T1
16971,T1
16972,T1
16973,T1
16974,T1
16975,T1
16976,T1
16977,T1
16978,T1
16979,T1
16980,T1
16981,T1
16982,T1
16983,T1
16984,T1
16985,T1
16986,T1
16987,T1
16988,T1
16989,T1
16990,T1
16991,T1
16992,T1
16993,T1
16994,T1
16995,T1
16996,T1
16997,T1
16998,T1
16999,T1
17000,T1
17001,T1
17002,T1
17003,T1
17004,T1
17005,T1
17006,T1
17007,T1
17008,T1
17009,T1
17010,T1
17011,T1
17012,T1
17013,T1
17014,T1
17015,T1
17016,T1
17017,T1
17018,T1
17019,T1
17020,T1
17021,T1
17022,T1
17023,T1
17024,T1
17025,T1
17026,T1
17027,T1
17028,T1
17029,T1
17030,T1
17031,T1
17032,T1
17033,T1
17034,T1
17035,T1
17036,T1
17037,T1
17038,T1
17039,T1
17040,T1
17041,T1
17042,T1
17043,T1
17044,T1
17045,T1
17046,T1
17047,T1
17048,T1
17049,T1
17050,T1
17051,T1
17052,T1
17053,T1
17054,T1
17055,T1
17056,T1
17057,T1
17058,T1
17059,T1
17060,T1
17061,T1
17062,T1
17063,T1
17064,T1
17065,T1
17066,T1
17067,T1
17068,T1
17069,T1
17070,T1
17071,T1
17072,T1
17073,T1
17074,T1
17075,T1
17076,T1
17077,T1
17078,T1
17079,T1
17080,T1
17081,T1
17082,T1
17083,T1
17084,T1
17085,T1
17086,T1
17087,T1
17088,T1
17089,T1
17090,T1
17091,T1
17092,T1
17093,T1
17094,T1
17095,T1
17096,T1
17097,T1
17098,T1
17099,T1
17100,T1
17101,T1
17102,T1
17103,T1
17104,T1
17105,T1
17106,T1
17107,T1
17108,T1
17109,T1
17110,T1
17111,T1
17112,T1
17113,T1
17114,T1
17115,T1
17116,T1
17117,T1
17118,T1
17119,T1
17120,T1
17121,T1
17122,T1
17123,T1
17124,T1
17125,T1
17126,T1
17127,T1
17128,T1
17129,T1
17130,T1
17131,T1
17132,T1
17133,T1
17134,T1
17135,T1
17136,T1
17137,T1
17138,T1
17139,T1
17140,T1
17141,T1
17142,T1
17143,T1
17144,T1
17145,T1
17146,T1
17147,T1
17148,T1
17149,T1
17150,T1
17151,T1
17152,T1
17153,T1
17154,T1
17155,T1
17156,T1
17157,T1
17158,T1
17159,T1
17160,T1
17161,T1
17162,T1
17163,T1
17164,T1
17165,T1
17166,T1
17167,T1
17168,T1
17169,T1
17170,T1
17171,T1
17172,T1
17173,T1
17174,T1
17175,T1
17176,T1
17177,T1
17178,T1
17179,T1
17180,T1
17181,T1
17182,T1
17183,T1
17184,T1
17185,T1
17186,T1
17187,T1
17188,T1
17189,T1
17190,T1
17191,T1
17192,T1
17193,T1
17194,T1
17195,T1
17196,T1
17197,T1
17198,T1
17199,T1
17200,T1
17201,T1
17202,T1
17203,T1
17204,T1
17205,T1
17206,T1
17207,T1
17208,T1
17209,T1
17210,T1
17211,T1
17212,T1
17213,T1
17214,T1
17215,T1
17216,T1
17217,T1
17218,T1
17219,T1
17220,T1
17221,T1
17222,T1
17223,T1
17224,T1
17225,T1
17226,T1
17227,T1
17228,T1
17229,T1
17230,T1
17231,T1
17232,T1
17233,T1
17234,T1
17235,T1
17236,T1
17237,T1
17238,T1
17239,T1
17240,T1
17241,T1
17242,T1
17243,T1
17244,T1
17245,T1
17246,T1
17247,T1
17248,T1
17249,T1
17250,T1
17251,T1
17252,T1
17253,T1
17254,T1
17255,T1
17256,T1
17257,T1
17258,T1
17259,T1
17260,T1
17261,T1
17262,T1
17263,T1
17264,T1
17265,T1
17266,T1
17267,T1
17268,T1
17269,T1
17270,T1
17271,T1
17272,T1
17273,T1
17274,T1
17275,T1
17276,T1
17277,T1
17278,T1
17279,T1
17280,T1
17281,T1
17282,T1
17283,T1
17284,T1
17285,T1
17286,T1
17287,T1
17288,T1
17289,T1
17955,T2
17956,T2
17957,T2
17958,T2
17959,T2
17960,T2
17961,T2
17962,T2
17963,T2
17964,T2
17965,T2
17966,T2
17967,T2
17968,T2
17969,T2
17970,T2
17971,T2
17972,T2
17973,T2
17974,T2
17975,T2
17976,T2
17977,T2
17978,T2
17979,T2
17980,T2
17981,T2
17982,T2
17983,T2
17984,T2
17985,T2
17986,T2
17987,T2
17988,T2
17989,T2
17990,T2
17991,T2
17992,T2
17993,T2
17994,T2
17995,T2
17996,T2
17997,T2
17998,T2
17999,T2
18000,T2
18001,T2
18002,T2
18003,T2
18004,T2
18005,T2
18006,T2
18007,T2
18008,T2
18009,T2
18010,T2
18011,T2
18012,T2
18013,T2
18014,T2
18015,T2
18016,T2
18017,T2
18018,T2
18019,T2
18020,T2
18021,T2
18022,T2
18023,T2
18024,T2
18025,T2
18026,T2
18027,T2
18028,T2
18029,T2
18030,T2
18031,T2
18032,T2
18033,T2
18034,T2
18035,T2
18036,T2
18037,T2
18038,T2
18039,T2
18040,T2
18041,T2
18042,T2
18043,T2
18044,T2
18045,T2
18046,T2
18047,T2
18048,T2
18049,T2
18050,T2
18051,T2
18052,T2
18053,T2
18054,T2
18055,T2
18056,T2
18057,T2
18058,T2
18059,T2
18060,T2
18061,T2
18062,T2
18063,T2
18064,T2
18065,T2
18066,T2
18067,T2
18068,T2
18069,T2
18070,T2
18071,T2
18072,T2
18073,T2
18074,T2
18075,T2
18076,T2
18077,T2
18078,T2
18079,T2
18080,T2
18081,T2
18082,T2
18083,T2
18084,T2
18085,T2
18086,T2
18087,T2
18088,T2
18089,T2
18090,T2
18091,T2
18092,T2
18093,T2
18094,T2
18095,T2
18096,T2
18097,T2
18098,T2
18099,T2
18100,T2
18101,T2
18102,T2
18103,T2
18104,T2
18105,T2
18106,T2
18107,T2
18108,T2
18109,T2
18110,T2
18111,T2
18112,T2
18113,T2
18114,T2
18115,T2
18116,T2
18117,T2
18118,T2
18119,T2
18120,T2
18121,T2
18122,T2
18123,T2
18124,T2
18125,T2
18126,T2
18127,T2
18128,T2
18129,T2
18130,T2
18131,T2
18132,T2
18133,T2
18134,T2
18135,T2
18136,T2
18137,T2
18138,T2
18139,T2
18140,T2
18141,T2
18142,T2
18143,T2
18144,T2
18145,T2
18146,T2
18147,T2
18148,T2
18149,T2
18150,T2
18151,T2
18152,T2
18153,T2
18154,T2
18155,T2
18156,T2
18157,T2
18158,T2
18159,T2
18160,T2
18161,T2
18162,T2
18163,T2
18164,T2
18165,T2
18166,T2
18167,T2
18168,T2
18169,T2
18170,T2
18171,T2
18172,T2
18173,T2
18174,T2
18175,T2
18176,T2
18177,T2
18178,T2
18179,T2
18180,T2
18181,T2
18182,T2
18183,T2
18184,T2
18185,T2
18186,T2
18187,T2
18188,T2
18189,T2
18190,T2
18191,T2
18192,T2
18193,T2
18194,T2
18195,T2
18196,T2
18197,T2
18198,T2
18199,T2
18200,T2
18201,T2
18202,T2
18203,T2
18204,T2
18205,T2
18206,T2
18207,T2
18208,T2
18209,T2
18210,T2
18211,T2
18212,T2
18213,T2
18214,T2
18215,T2
18216,T2
18217,T2
18218,T2
18219,T2
18220,T2
18221,T2
18222,T2
18223,T2
18224,T2
18225,T2
18226,T2
18227,T2
18228,T2
18229,T2
18230,T2
18231,T2
18232,T2
18233,T2
18234,T2
18235,T2
18236,T2
18237,T2
18238,T2
18239,T2
18240,T2
18241,T2
18242,T2
18243,T2
18244,T2
18245,T2
18246,T2
18247,T2
18248,T2
18249,T2
18250,T2
18251,T2
18252,T2
18253,T2
18254,T2
18255,T2
18256,T2
18257,T2
18258,T2
18259,T2
18260,T2
18261,T2
18262,T2
18263,T2
18264,T2
18265,T2
18266,T2
18267,T2
18268,T2
18269,T2
18270,T2
18271,T2
18272,T2
18273,T2
18274,T2
18275,T2
18276,T2
18277,T2
18278,T2
18279,T2
18280,T2
18281,T2
18282,T2
18283,T2
18284,T2
18285,T2
18286,T2
18287,T2
18288,T2
18289,T2
18290,T2
18291,T2
18292,T2
18293,T2
18294,T2
18295,T2
18296,T2
18297,T2
18298,T2
18299,T2
18300,T2
18301,T2
18302,T2
18303,T2
18304,T2
18305,T2
18306,T2
18307,T2
18308,T2
18309,T2
18310,T2
18311,T2
18312,T2
18313,T2
18314,T2
18315,T2
18316,T2
18317,T2
18318,T2
18319,T2
18320,T2
18321,T2
18322,T2
18323,T2
18324,T2
18325,T2
18326,T2
18327,T2
18328,T2
18329,T2
18330,T2
18331,T2
18332,T2
18333,T2
18334,T2
18335,T2
18336,T2
18337,T2
18338,T2
18339,T2
18340,T2
18341,T2
18342,T2
18343,T2
18344,T2
18345,T2
18346,T2
18347,T2
18348,T2
18349,T2
18350,T2
18351,T2
18352,T2
18353,T2
18354,T2
18355,T2
